time,VN001,N002,Vv,ID1,IL1
0.000000000000000e+00,-4.662036e+00,9.755238e+00,2.667994e-01,2.667987e-01
9.999999960041972e-11,-4.662033e+00,9.755238e+00,2.667973e-01,2.667966e-01
2.999999996686209e-10,-4.662028e+00,9.755237e+00,2.667931e-01,2.667923e-01
6.000000002046035e-10,-4.662021e+00,9.755235e+00,2.667867e-01,2.667860e-01
1.000000000341006e-09,-4.662010e+00,9.755233e+00,2.667782e-01,2.667775e-01
1.000880003008964e-09,-4.662010e+00,9.755233e+00,2.667782e-01,2.667775e-01
1.002640009212241e-09,-4.662009e+00,9.755233e+00,2.667782e-01,2.667775e-01
1.006160021618796e-09,-4.662009e+00,9.755233e+00,2.667782e-01,2.667774e-01
1.013200046431906e-09,-4.662009e+00,9.755233e+00,2.667785e-01,2.667772e-01
1.027280095190763e-09,-4.662009e+00,9.755233e+00,2.667800e-01,2.667769e-01
1.055357301549265e-09,-4.662008e+00,9.755233e+00,2.667876e-01,2.667763e-01
1.111511714266267e-09,-4.662008e+00,9.755234e+00,2.668215e-01,2.667751e-01
1.220864025326673e-09,-4.662011e+00,9.755239e+00,2.669443e-01,2.667728e-01
1.347958962331919e-09,-4.662017e+00,9.755248e+00,2.671860e-01,2.667701e-01
1.527089781884483e-09,-4.662033e+00,9.755268e+00,2.677133e-01,2.667663e-01
1.732527632643255e-09,-4.662063e+00,9.755301e+00,2.685736e-01,2.667620e-01
2.000000000682012e-09,-4.662111e+00,9.755356e+00,2.699570e-01,2.667563e-01
2.019686830972978e-09,-4.662116e+00,9.755361e+00,2.700776e-01,2.667559e-01
2.039373661263943e-09,-4.662120e+00,9.755365e+00,2.701944e-01,2.667555e-01
2.059060491554909e-09,-4.662125e+00,9.755370e+00,2.703074e-01,2.667550e-01
2.078747321845875e-09,-4.662128e+00,9.755374e+00,2.704167e-01,2.667546e-01
2.098434152136841e-09,-4.662132e+00,9.755378e+00,2.705221e-01,2.667542e-01
2.118120982427807e-09,-4.662136e+00,9.755382e+00,2.706238e-01,2.667538e-01
2.137807812718773e-09,-4.662139e+00,9.755386e+00,2.707217e-01,2.667534e-01
2.277803050343419e-09,-4.662161e+00,9.755411e+00,2.713152e-01,2.667504e-01
2.557793525592711e-09,-4.662192e+00,9.755448e+00,2.721418e-01,2.667445e-01
2.909129651583464e-09,-4.662215e+00,9.755479e+00,2.727433e-01,2.667370e-01
3.230634476950045e-09,-4.662225e+00,9.755496e+00,2.729973e-01,2.667302e-01
3.545872916468906e-09,-4.662229e+00,9.755506e+00,2.730861e-01,2.667235e-01
4.019834317844917e-09,-4.662231e+00,9.755519e+00,2.731440e-01,2.667135e-01
4.741746199680985e-09,-4.662248e+00,9.755550e+00,2.735299e-01,2.666982e-01
5.316430532788241e-09,-4.662295e+00,9.755610e+00,2.747016e-01,2.666860e-01
5.912364891072497e-09,-4.662395e+00,9.755722e+00,2.770863e-01,2.666734e-01
6.534186998766178e-09,-4.662534e+00,9.755874e+00,2.803038e-01,2.666602e-01
7.123557871184516e-09,-4.662677e+00,9.756029e+00,2.834390e-01,2.666477e-01
8.123557871525522e-09,-4.662918e+00,9.756291e+00,2.882752e-01,2.666265e-01
9.123557871866528e-09,-4.663143e+00,9.756538e+00,2.923134e-01,2.666053e-01
1.012355787220753e-08,-4.663346e+00,9.756763e+00,2.954525e-01,2.665842e-01
1.112355787254854e-08,-4.663530e+00,9.756968e+00,2.978305e-01,2.665629e-01
1.212355787288955e-08,-4.663698e+00,9.757157e+00,2.996354e-01,2.665417e-01
1.312355787323055e-08,-4.663854e+00,9.757334e+00,3.010237e-01,2.665206e-01
1.412355787357156e-08,-4.664000e+00,9.757502e+00,3.021071e-01,2.664993e-01
1.512355787391256e-08,-4.664138e+00,9.757661e+00,3.029615e-01,2.664782e-01
1.612355787425357e-08,-4.664270e+00,9.757814e+00,3.036377e-01,2.664570e-01
1.712355787459457e-08,-4.664395e+00,9.757960e+00,3.041672e-01,2.664357e-01
1.812355787493558e-08,-4.664515e+00,9.758101e+00,3.045525e-01,2.664146e-01
1.912355787527659e-08,-4.664623e+00,9.758231e+00,3.047385e-01,2.663933e-01
1.983313025876593e-08,-4.664693e+00,9.758315e+00,3.046877e-01,2.663783e-01
2.059451496665143e-08,-4.664759e+00,9.758398e+00,3.045060e-01,2.663622e-01
2.159451496699244e-08,-4.664841e+00,9.758501e+00,3.042012e-01,2.663409e-01
2.259451496733345e-08,-4.664914e+00,9.758595e+00,3.037997e-01,2.663198e-01
2.354207991831642e-08,-4.664975e+00,9.758677e+00,3.033006e-01,2.662997e-01
2.440855196347153e-08,-4.665025e+00,9.758744e+00,3.027666e-01,2.662813e-01
2.540855196381253e-08,-4.665075e+00,9.758817e+00,3.021234e-01,2.662601e-01
2.640405288596021e-08,-4.665121e+00,9.758883e+00,3.014850e-01,2.662390e-01
2.740405288630121e-08,-4.665163e+00,9.758946e+00,3.008500e-01,2.662178e-01
2.840405288664222e-08,-4.665199e+00,9.759005e+00,3.002234e-01,2.661965e-01
2.940405288698322e-08,-4.665233e+00,9.759058e+00,2.996059e-01,2.661754e-01
3.040405288732423e-08,-4.665261e+00,9.759109e+00,2.989982e-01,2.661541e-01
3.140405288766523e-08,-4.665286e+00,9.759155e+00,2.984003e-01,2.661330e-01
3.240405288800624e-08,-4.665308e+00,9.759197e+00,2.978107e-01,2.661117e-01
3.340405288834725e-08,-4.665325e+00,9.759235e+00,2.972178e-01,2.660905e-01
3.440405288868825e-08,-4.665335e+00,9.759268e+00,2.965462e-01,2.660693e-01
3.540405288902926e-08,-4.665321e+00,9.759274e+00,2.953717e-01,2.660481e-01
3.640405288937026e-08,-4.665208e+00,9.759182e+00,2.918808e-01,2.660269e-01
3.740405288971127e-08,-4.664773e+00,9.758769e+00,2.808332e-01,2.660057e-01
3.840405289005228e-08,-4.663607e+00,9.757624e+00,2.528022e-01,2.659845e-01
3.940405289039328e-08,-4.661236e+00,9.755275e+00,1.977827e-01,2.659633e-01
4.040405289073429e-08,-4.657334e+00,9.751394e+00,1.104471e-01,2.659421e-01
4.140405289107529e-08,-4.651783e+00,9.745863e+00,-8.718908e-03,2.659210e-01
4.240405289141630e-08,-4.644574e+00,9.738676e+00,-1.560728e-01,2.658998e-01
4.340405289175731e-08,-4.635715e+00,9.729839e+00,-3.272813e-01,2.658787e-01
4.440405289209831e-08,-4.625175e+00,9.719318e+00,-5.182692e-01,2.658577e-01
4.540405289243932e-08,-4.612836e+00,9.707002e+00,-7.253133e-01,2.658367e-01
4.640405289278032e-08,-4.598460e+00,9.692647e+00,-9.448264e-01,2.658158e-01
4.740405289312133e-08,-4.581573e+00,9.675780e+00,-1.172944e+00,2.657949e-01
4.840405289346233e-08,-4.561199e+00,9.655428e+00,-1.404651e+00,2.657741e-01
4.940405289380334e-08,-4.534981e+00,9.629230e+00,-1.631088e+00,2.657534e-01
5.040405289414435e-08,-4.493506e+00,9.587776e+00,-1.822569e+00,2.657329e-01
5.140405289448535e-08,-4.406126e+00,9.500416e+00,-1.870642e+00,2.657126e-01
5.175130819452117e-08,-4.248665e+00,9.342961e+00,-1.325156e+00,2.657057e-01
5.188982900132533e-08,-4.036759e+00,9.131059e+00,-5.610889e-01,2.657030e-01
5.192689173441623e-08,-3.941487e+00,9.035788e+00,-3.656641e-01,2.657023e-01
5.194513370485043e-08,-3.892644e+00,8.986945e+00,-3.240905e-01,2.657020e-01
5.196280735558778e-08,-3.851068e+00,8.945370e+00,-2.923192e-01,2.657017e-01
5.199298026489774e-08,-3.788649e+00,8.882950e+00,-2.484139e-01,2.657012e-01
5.203890629610491e-08,-3.708049e+00,8.802352e+00,-1.972810e-01,2.657004e-01
5.209713660903753e-08,-3.625426e+00,8.719729e+00,-1.510397e-01,2.656994e-01
5.217115487017587e-08,-3.544061e+00,8.638365e+00,-1.115642e-01,2.656983e-01
5.226245568170501e-08,-3.468916e+00,8.563223e+00,-8.040115e-02,2.656968e-01
5.237891319200688e-08,-3.399338e+00,8.493646e+00,-5.626338e-02,2.656950e-01
5.252495092339382e-08,-3.337386e+00,8.431696e+00,-3.891891e-02,2.656927e-01
5.271364705936726e-08,-3.280927e+00,8.375239e+00,-2.703951e-02,2.656899e-01
5.295617804684793e-08,-3.228329e+00,8.322645e+00,-1.972142e-02,2.656863e-01
5.328002279647581e-08,-3.173789e+00,8.268111e+00,-1.567359e-02,2.656817e-01
5.372064359066703e-08,-3.110168e+00,8.204497e+00,-1.377133e-02,2.656754e-01
5.436653780464817e-08,-3.023088e+00,8.117427e+00,-1.292802e-02,2.656664e-01
5.536653780498918e-08,-2.891276e+00,7.985629e+00,-1.237080e-02,2.656530e-01
5.836653780601220e-08,-2.502903e+00,7.597295e+00,-1.112991e-02,2.656163e-01
6.136653780703522e-08,-2.125339e+00,7.219767e+00,-1.009490e-02,2.655847e-01
6.350939495062308e-08,-1.861319e+00,6.955771e+00,-9.461639e-03,2.655655e-01
6.565225209421096e-08,-1.605867e+00,6.700339e+00,-8.856535e-03,2.655486e-01
6.779510923779883e-08,-1.358981e+00,6.453472e+00,-8.279589e-03,2.655340e-01
